date_time,alabama_maxtempC,alabama_mintempC,alaska_maxtempC,alaska_mintempC,arizona_maxtempC,arizona_mintempC,arkansas_maxtempC,arkansas_mintempC,california_maxtempC,california_mintempC,colorado_maxtempC,colorado_mintempC,connecticut_maxtempC,connecticut_mintempC,delaware_maxtempC,delaware_mintempC,district_of_columbia_maxtempC,district_of_columbia_mintempC,florida_maxtempC,florida_mintempC,georgia_maxtempC,georgia_mintempC,hawaii_maxtempC,hawaii_mintempC,idaho_maxtempC,idaho_mintempC,illinois_maxtempC,illinois_mintempC,indiana_maxtempC,indiana_mintempC,iowa_maxtempC,iowa_mintempC,kansas_maxtempC,kansas_mintempC,kentucky_maxtempC,kentucky_mintempC,louisiana_maxtempC,louisiana_mintempC,maine_maxtempC,maine_mintempC,montana_maxtempC,montana_mintempC,nebraska_maxtempC,nebraska_mintempC,nevada_maxtempC,nevada_mintempC,new_hampshire_maxtempC,new_hampshire_mintempC,new_jersey_maxtempC,new_jersey_mintempC,new_mexico_maxtempC,new_mexico_mintempC,new_york_maxtempC,new_york_mintempC,north_carolina_maxtempC,north_carolina_mintempC,north_dakota_maxtempC,north_dakota_mintempC,ohio_maxtempC,ohio_mintempC,oklahoma_maxtempC,oklahoma_mintempC,oregon_maxtempC,oregon_mintempC,maryland_maxtempC,maryland_mintempC,massachusetts_maxtempC,massachusetts_mintempC,michigan_maxtempC,michigan_mintempC,minnesota_maxtempC,minnesota_mintempC,mississippi_maxtempC,mississippi_mintempC,missouri_maxtempC,missouri_mintempC,pennsylvania_maxtempC,pennsylvania_mintempC,rhode_island_maxtempC,rhode_island_mintempC,south_carolina_maxtempC,south_carolina_mintempC,south_dakota_maxtempC,south_dakota_mintempC,tennessee_maxtempC,tennessee_mintempC,texas_maxtempC,texas_mintempC,utah_maxtempC,utah_mintempC,vermont_maxtempC,vermont_mintempC,virginia_maxtempC,virginia_mintempC,washington_maxtempC,washington_mintempC,west_virginia_maxtempC,west_virginia_mintempC,wisconsin_maxtempC,wisconsin_mintempC,wyoming_maxtempC,wyoming_mintempC
2020-02-11,22,19,31,20,29,21,8,0,12,4,-2,-17,4,1,5,-1,9,8,28,12,2,-5,22,14,-8,-17,0,-5,5,0,-2,-8,7,-1,37,25,4,-2,28,15,13,5,5,-2,23,12,4,-1,7,3,30,18,7,6,19,14,-3,-9,4,-2,5,1,10,2,6,0,3,0,1,-2,-5,-13,18,8,16,13,6,0,6,5,18,14,-4,-11,2,-2,16,10,-4,-10,26,20,19,14,10,8,8,4,-5,-11,-1,-7
2020-02-12,22,18,30,20,29,20,2,-5,15,5,-4,-11,5,-3,3,-2,9,4,27,13,4,-4,20,13,-7,-14,2,-2,2,-3,1,-4,1,0,36,25,1,0,27,14,10,4,4,-1,27,11,3,-2,6,2,29,19,6,2,12,6,0,-9,3,-2,4,-6,12,4,2,-6,5,0,2,-2,1,-8,21,8,18,13,4,-3,5,0,23,13,-4,-27,2,-2,19,13,-3,-9,27,23,9,2,10,2,5,-2,1,-10,1,-4
2020-02-13,19,11,32,20,30,21,0,-7,15,5,-1,-15,7,0,1,-6,13,5,27,11,5,-1,19,14,-5,-13,-11,-19,0,-11,-17,-21,-8,-14,36,22,-11,-16,29,13,9,-1,-10,-16,25,11,1,-8,11,4,27,18,12,4,18,8,-12,-21,0,-8,3,-5,6,3,-6,-12,5,1,-1,-10,-19,-25,10,5,15,10,4,-2,10,3,28,14,-20,-29,-10,-17,13,9,-5,-17,27,24,19,7,14,6,9,2,-16,-22,-6,-12
2020-02-14,14,7,29,22,29,22,4,-11,17,6,6,-7,-4,-10,-8,-13,1,-2,27,12,5,-1,21,15,-1,-12,-10,-20,-5,-14,-10,-22,-3,-13,37,20,-8,-19,31,13,7,3,-2,-13,23,12,-8,-13,-2,-5,27,16,-2,-6,7,0,-13,-26,-8,-12,6,-5,9,3,-3,-14,-4,-10,-9,-12,-13,-28,8,-2,17,6,-6,-10,-2,-8,29,15,-5,-25,-9,-20,12,6,-4,-18,27,24,6,2,2,-1,-1,-6,-12,-26,-8,-11
2020-02-15,15,7,30,21,29,22,13,1,17,7,3,-5,-2,-11,1,-12,2,-2,27,13,4,-1,21,10,-3,-12,0,-10,3,-9,2,-10,6,-3,32,25,2,-8,32,15,8,2,7,-3,22,12,0,-13,1,-6,30,17,0,-8,7,-4,-1,-14,0,-12,14,4,7,5,7,-5,-1,-10,-1,-11,0,-11,13,-1,18,9,-1,-9,-3,-9,30,15,-2,-7,1,-10,16,12,-4,-15,27,23,4,-1,3,0,7,-4,-1,-14,-2,-12
2020-02-16,16,13,33,21,28,21,13,2,19,8,7,-7,5,-3,3,-1,10,0,27,12,7,0,22,16,1,-7,3,-4,5,-1,3,-5,10,-1,32,19,6,-3,33,16,11,2,9,-1,25,12,1,-3,6,0,32,19,6,-1,11,0,-1,-9,1,-5,13,6,9,5,9,0,5,-2,-1,-6,-4,-12,11,7,24,15,4,-5,5,-1,29,13,-7,-13,3,-4,19,16,-5,-18,27,24,10,2,11,0,10,0,-5,-12,0,-5
2020-02-17,19,13,33,20,28,20,17,8,19,8,4,-7,5,-6,6,-3,10,3,28,13,4,0,21,16,-7,-15,3,-1,8,0,3,-1,13,3,29,19,7,-1,32,17,12,2,10,0,27,13,5,-3,8,2,29,19,9,1,13,4,1,-6,5,-2,17,10,10,3,10,1,5,0,3,-3,0,-8,16,6,26,17,6,-3,6,0,30,14,-4,-11,4,-3,20,17,-2,-13,27,22,9,7,11,3,13,0,0,-9,1,-6
2020-02-18,22,18,35,19,29,21,8,2,17,9,-2,-12,4,-2,8,-1,12,5,29,12,8,0,20,15,-9,-18,-1,-8,6,1,-4,-10,6,0,35,21,3,-1,32,17,15,6,5,-2,28,13,6,-2,9,3,29,19,10,3,17,5,-2,-8,5,-2,10,4,12,2,6,1,3,-5,2,0,-8,-14,21,13,24,20,4,-3,5,-1,29,17,-13,-18,2,-3,20,19,-2,-12,27,20,17,8,13,5,10,7,-5,-12,2,-5
2020-02-19,20,16,34,21,29,22,8,-1,18,7,-1,-12,3,-9,2,-3,8,4,27,12,12,2,21,14,-9,-19,-4,-9,4,-2,-7,-12,6,-2,36,24,4,-4,32,17,8,7,0,-7,26,13,1,-4,6,-2,25,19,7,-2,9,6,-9,-17,1,-4,10,2,13,3,6,-2,4,-5,-4,-6,-13,-20,12,8,17,15,2,-5,5,-6,24,17,-17,-22,1,-6,16,14,-7,-17,25,21,8,6,9,5,7,-1,-12,-21,-5,-8
2020-02-20,16,10,34,23,29,23,3,-4,18,9,2,-17,0,-6,-2,-7,5,1,26,11,12,4,27,18,-9,-19,-6,-12,-1,-4,-8,-16,0,-6,36,24,-2,-6,33,16,6,4,-1,-9,26,12,-3,-6,3,-2,25,14,3,-2,5,1,-11,-21,-3,-6,5,0,12,2,0,-4,-1,-4,-6,-8,-12,-25,6,-2,14,10,-1,-9,1,-4,27,17,-8,-22,-4,-8,14,10,-3,-17,27,23,7,2,5,1,4,-4,-11,-23,-6,-10
2020-02-21,11,5,28,20,27,22,7,-5,19,9,8,-5,1,-9,2,-7,4,-4,21,12,13,4,25,17,-6,-16,3,-9,2,-4,4,-9,6,-5,36,23,4,-7,34,19,8,3,8,-5,23,13,1,-8,3,-5,27,15,3,-5,4,-5,-1,-17,2,-7,8,-3,14,3,5,-3,3,-7,1,-6,0,-17,7,-2,14,6,0,-10,2,-7,28,17,-2,-5,3,-8,11,7,-1,-12,27,23,2,-1,7,-3,5,-6,0,-18,-1,-8
2020-02-22,12,4,28,21,26,20,13,0,15,9,9,-2,6,-3,6,-5,10,0,24,12,8,6,17,15,-4,-13,7,-2,7,-3,7,-2,10,-2,34,20,10,-3,34,19,8,2,11,-2,21,13,6,-5,8,1,27,17,8,0,10,-3,2,-6,6,-4,13,3,12,3,11,-1,5,-2,6,-1,1,-8,11,-1,17,8,6,-6,5,-2,26,17,1,-9,8,-2,12,6,-1,-10,27,18,8,-1,13,1,8,-5,0,-8,3,-5
2020-02-23,16,8,32,20,26,20,10,8,17,7,0,-5,9,0,9,-2,13,3,24,11,11,4,20,12,-3,-12,10,1,10,0,8,0,14,4,34,18,13,2,33,18,14,3,13,2,22,12,8,-2,11,4,22,16,11,3,13,0,4,-1,9,-1,12,4,8,3,14,3,10,1,8,1,2,-5,13,4,19,12,9,-4,9,0,20,15,1,-6,12,1,17,12,-2,-12,28,23,12,2,14,4,12,-3,2,-3,6,-1
2020-02-24,20,14,29,20,28,17,9,5,19,8,-1,-13,13,0,5,1,14,5,24,12,14,3,20,15,-5,-12,5,0,5,4,4,-1,7,5,34,20,7,6,30,18,11,6,7,2,22,12,5,1,12,4,23,17,12,4,10,4,2,-2,7,2,11,7,8,2,9,6,13,2,5,3,1,-5,13,8,23,17,11,-2,11,3,25,13,-2,-8,6,4,20,17,-1,-11,28,24,12,6,14,5,10,2,1,-5,5,1
2020-02-25,20,16,28,20,32,20,6,0,19,9,-8,-14,13,3,6,4,12,7,23,12,7,3,29,19,-7,-16,1,-2,6,5,1,-2,2,-1,34,24,4,1,28,16,14,2,1,-2,24,12,5,3,7,4,28,15,8,7,19,9,1,-2,5,4,9,2,13,3,6,4,9,5,3,0,0,-4,18,8,26,16,4,2,12,6,27,12,-5,-12,2,0,18,16,-2,-11,28,24,16,10,13,7,14,7,0,-4,3,-1
2020-02-26,13,8,33,20,31,22,4,-2,18,8,3,-17,6,4,8,2,12,9,24,11,8,0,26,19,-6,-16,-2,-4,6,-3,-2,-8,1,-4,31,24,-1,-3,33,16,17,6,1,-5,25,11,7,2,8,4,27,18,8,4,19,9,-2,-7,3,-3,6,-3,15,7,0,-1,6,1,-1,-3,-4,-10,9,3,12,7,9,4,7,3,29,13,-11,-19,-1,-4,12,9,0,-9,28,23,18,12,14,9,10,3,-3,-10,-2,-5
2020-02-27,11,3,24,19,24,20,11,-2,22,9,4,-5,10,-4,-3,-7,5,1,23,11,16,4,31,18,-4,-13,1,-5,1,-5,0,-5,8,-2,34,21,6,-4,36,18,7,4,6,-3,22,11,-4,-9,5,1,28,18,6,0,8,0,-4,-11,-4,-6,14,-1,16,5,7,-2,10,-1,-3,-5,-6,-11,9,-1,17,8,-1,-6,12,-1,29,14,-9,-16,5,-5,10,6,-1,-7,27,22,9,4,6,1,2,-3,-8,-15,-5,-7
2020-02-28,15,5,26,19,20,18,15,0,21,12,10,-8,2,-4,-3,-8,7,0,24,11,17,7,25,20,-2,-11,-1,-6,-1,-5,-1,-6,10,-1,33,20,4,-3,37,21,5,-1,8,-1,23,11,-4,-10,4,-1,27,17,5,-1,9,-1,-5,-12,-4,-10,18,2,14,5,6,-1,3,-2,-4,-7,-6,-13,12,1,22,9,-1,-8,3,-2,26,12,-7,-14,2,-5,17,10,-1,-10,27,23,9,2,8,0,4,-1,-7,-15,-5,-11
2020-02-29,17,8,27,19,21,18,18,4,20,12,9,-4,0,-7,-2,-8,3,-2,25,15,13,6,20,16,1,-6,5,-7,1,-7,7,-7,15,1,35,21,9,-5,38,23,9,-1,16,-1,23,11,-3,-10,1,-2,29,16,1,-2,6,-1,-1,-15,-2,-9,20,8,7,3,10,-2,1,-4,-1,-5,0,-14,15,3,21,12,-3,-8,2,-5,20,13,2,-6,7,-6,18,13,-2,-12,28,23,6,2,4,-2,2,-6,-1,-14,-2,-7
2020-03-01,18,12,31,17,26,18,20,11,10,6,8,-5,1,-7,8,-7,10,-1,25,13,11,5,15,14,-1,-6,14,2,11,-2,15,2,16,9,34,23,15,4,37,23,12,3,13,6,22,13,8,-7,7,-2,29,18,6,-3,11,-2,8,-2,7,-7,23,12,9,1,15,5,1,-6,7,-2,3,-2,18,7,20,16,5,-7,1,-6,23,11,2,-3,14,2,19,17,-1,-11,28,23,8,1,11,1,12,-4,3,-4,7,-4
2020-03-02,20,14,31,20,29,20,13,5,15,6,5,-8,10,-2,8,2,15,4,25,11,7,4,19,13,-4,-14,7,-1,11,5,6,-1,12,3,33,20,9,3,38,24,16,6,9,1,25,13,8,0,13,3,32,19,14,3,16,4,3,-3,7,-1,14,8,7,1,12,6,10,-2,3,-1,0,-5,21,13,25,17,13,-2,9,-3,20,13,1,-9,8,1,20,18,0,-12,28,23,16,5,16,4,11,3,1,-4,5,-2
2020-03-03,22,18,30,21,30,21,17,5,19,7,11,-7,14,5,11,4,17,8,26,12,15,3,24,17,-2,-10,10,1,12,7,10,1,15,4,34,24,12,3,39,23,19,8,14,3,25,12,11,4,12,4,28,19,12,4,18,9,5,-3,10,4,18,9,14,7,14,6,14,6,7,2,2,-5,21,16,26,19,9,4,13,5,24,12,1,-4,11,2,20,18,-2,-12,28,23,18,11,18,8,15,7,1,-4,6,0
2020-03-04,22,14,30,21,33,21,16,7,23,10,10,-6,9,3,8,1,15,7,26,11,18,7,22,19,2,-7,8,2,10,5,9,1,15,7,35,24,11,6,39,24,15,8,15,4,24,12,7,1,11,7,29,18,12,6,16,6,2,-2,6,1,15,10,14,7,12,8,9,6,3,0,2,-6,14,6,26,20,9,0,9,5,27,12,2,-6,10,4,22,15,-2,-8,28,24,14,9,16,7,15,2,0,-7,3,-5
2020-03-05,18,15,29,19,31,22,15,4,23,11,10,-3,9,0,10,-1,12,4,28,11,17,10,22,15,0,-8,10,4,12,3,10,1,14,6,35,25,13,4,38,23,9,6,12,5,26,12,10,-1,12,3,23,17,12,3,11,7,6,1,11,0,18,6,15,6,14,6,10,2,8,1,2,-3,16,10,21,13,8,-2,9,1,29,11,0,-3,12,3,17,10,-3,-11,27,23,9,6,14,5,14,1,2,-2,8,-1
2020-03-06,17,12,27,18,29,22,14,2,22,13,12,1,9,1,3,-2,9,5,27,13,16,8,21,15,2,-3,6,-3,3,-1,6,-3,15,1,35,24,8,0,38,24,12,1,11,-2,25,12,3,-1,9,5,28,20,10,5,12,3,2,-4,3,-1,16,5,7,5,9,1,7,3,1,-1,1,-7,12,6,22,14,3,-1,8,2,27,10,1,-8,7,-2,17,14,-3,-14,28,23,10,7,9,5,5,1,-1,-8,3,-3
2020-03-07,16,8,28,20,22,20,17,5,14,9,12,-2,5,-2,7,-3,9,1,25,18,15,9,16,14,4,-3,12,-1,9,-1,14,-1,16,4,36,25,14,0,38,24,14,3,18,5,21,11,7,-4,8,2,26,17,8,2,11,0,10,-3,8,-2,17,7,8,3,14,3,6,-3,7,-2,8,-5,14,2,18,12,6,-4,5,-3,27,11,5,1,13,0,15,14,-7,-16,27,24,8,4,10,2,9,-2,7,-5,8,-3
2020-03-08,17,11,29,20,25,20,16,8,14,6,12,-1,11,-1,13,0,15,3,24,11,17,6,19,15,1,-2,17,6,14,2,18,7,18,8,36,26,18,5,39,25,7,5,19,9,22,12,13,1,13,3,24,17,13,2,14,1,15,3,13,1,14,9,9,1,18,7,10,0,12,3,13,4,17,5,21,13,12,-3,10,-2,28,11,12,7,17,6,18,15,-9,-21,27,23,13,5,17,3,15,-1,12,3,13,1
2020-03-09,19,15,32,20,28,22,20,7,15,7,10,-3,18,5,16,7,20,8,25,11,18,7,20,15,2,-4,12,6,15,9,11,7,16,3,34,23,14,11,39,24,6,0,11,2,24,11,15,7,18,8,22,16,18,8,18,3,11,8,15,8,22,15,15,2,14,8,18,6,12,7,4,2,19,9,22,16,16,3,15,6,28,12,-3,-7,13,9,20,17,-5,-15,27,23,17,7,22,7,17,4,7,0,12,8
2020-03-10,21,17,31,22,28,21,15,3,13,10,11,-2,15,9,13,6,18,14,26,12,18,7,20,17,0,-5,10,3,12,7,9,1,14,2,33,23,10,4,39,24,7,4,10,-1,24,13,12,5,15,11,25,14,16,11,16,12,9,1,11,4,20,6,15,4,12,5,16,10,2,1,7,-3,22,15,26,18,12,5,15,9,27,12,1,-8,11,4,21,18,-4,-11,28,24,18,13,18,13,15,10,5,-6,10,3
2020-03-11,22,17,32,20,28,20,20,11,17,10,14,-2,12,4,11,3,12,7,25,12,21,8,22,17,1,-8,13,3,13,5,13,3,20,8,32,21,16,4,38,24,14,4,18,3,22,13,11,5,12,6,25,15,12,6,21,11,11,4,11,4,22,15,13,5,19,6,10,2,8,1,7,1,23,13,26,18,7,0,12,6,29,14,10,-2,15,3,21,18,-4,-10,27,24,14,7,13,8,15,9,6,0,8,1
2020-03-12,22,17,32,20,27,20,22,14,17,7,12,-1,12,2,15,4,15,9,24,12,22,11,19,15,0,-6,16,6,15,7,16,4,15,9,31,18,14,8,30,19,19,10,14,6,23,12,14,4,8,4,26,12,9,7,19,11,13,4,14,4,24,16,13,3,17,10,9,3,13,3,10,2,25,16,27,18,12,3,9,3,27,16,5,0,13,7,21,18,-3,-11,28,23,17,11,15,9,20,8,8,2,13,1
2020-03-13,23,18,31,21,28,20,9,6,15,9,2,-5,15,5,9,4,21,11,24,20,16,11,17,14,0,-9,8,0,9,4,8,0,10,4,31,16,10,2,30,15,20,12,8,2,23,13,7,3,17,9,25,11,18,9,22,14,6,-1,7,3,9,2,8,3,11,4,14,5,6,1,3,-2,18,10,24,19,12,3,14,5,27,15,0,-5,9,1,21,19,-1,-12,28,23,21,15,22,12,13,6,2,-3,5,0
2020-03-14,23,18,32,21,28,21,11,5,13,9,9,-6,9,1,7,0,12,6,24,18,14,10,17,15,2,-7,2,-1,4,1,3,-1,4,2,32,16,3,2,31,16,11,2,3,1,24,12,6,-1,12,5,25,13,12,5,14,6,5,-2,5,1,15,8,5,0,5,-5,10,4,3,0,2,-3,24,12,26,21,8,-1,10,3,27,15,0,-7,2,-5,22,15,-2,-13,28,23,12,6,13,7,6,-1,1,-4,6,-1
2020-03-15,26,18,33,22,28,21,8,2,12,6,9,-5,10,1,6,-1,10,5,24,12,19,9,16,15,2,0,3,-3,7,0,4,-3,6,1,33,16,5,-2,34,17,5,-5,3,-1,24,11,5,-2,12,5,23,13,12,5,13,8,3,-4,5,-1,10,5,8,-1,6,2,10,1,3,-1,6,-4,16,12,27,20,7,-1,8,1,29,15,5,-5,3,-3,22,20,-2,-14,29,23,10,6,11,6,8,3,3,-6,5,-3
2020-03-16,23,18,32,23,28,21,14,5,11,6,11,-2,8,-4,9,-1,11,4,24,11,8,4,16,13,5,-1,6,0,8,1,7,1,8,3,35,20,6,2,36,17,8,0,6,1,24,11,8,-1,7,2,22,12,8,2,13,6,5,-2,8,-1,18,8,14,0,6,1,2,-2,4,0,4,-2,18,9,24,19,7,-3,5,-1,26,14,2,-2,5,2,20,17,-1,-8,29,23,12,8,12,4,13,4,4,-3,6,-2
2020-03-17,23,19,34,21,28,21,15,7,10,3,11,-2,9,0,11,4,17,6,24,12,2,0,15,12,7,-1,9,0,12,4,9,-1,12,3,35,23,9,3,37,20,13,1,10,1,24,11,10,3,11,5,24,11,12,5,14,8,8,-3,10,2,17,10,13,5,12,5,8,1,4,2,8,-4,22,14,28,20,9,3,8,1,24,12,6,-3,10,2,22,20,-1,-7,28,23,17,8,18,7,12,5,6,-5,5,0
2020-03-18,24,20,32,20,28,21,24,12,11,3,12,0,12,1,9,2,14,6,24,14,2,-5,18,13,5,0,8,1,7,-1,9,5,20,8,35,18,11,6,37,21,11,5,18,7,25,10,8,-1,10,4,26,12,10,5,16,8,6,2,7,-2,25,13,15,4,10,3,11,3,8,2,4,1,26,16,27,20,9,-1,12,2,25,13,7,1,10,5,22,20,0,-7,29,24,11,7,15,6,18,4,4,0,9,0
2020-03-19,24,21,31,22,28,22,24,17,10,4,4,-3,9,1,15,7,24,10,24,15,12,3,15,13,4,-4,18,5,17,8,16,6,24,13,35,18,21,9,38,22,15,6,22,11,23,10,15,6,9,3,28,13,9,3,25,15,11,4,14,5,23,18,19,5,22,10,7,5,11,4,6,2,26,18,28,22,15,6,8,5,28,13,3,-9,19,6,23,21,0,-9,27,24,21,13,24,10,22,14,4,1,11,1
2020-03-20,25,21,31,21,29,21,8,2,12,4,3,-10,17,4,19,5,24,15,25,11,14,5,17,13,6,-3,4,0,17,2,4,0,6,1,33,15,7,2,39,23,18,9,3,-4,21,11,18,2,20,9,29,16,20,9,26,18,3,-1,16,0,10,5,18,6,12,4,17,5,5,-1,1,-4,22,16,28,20,20,11,15,5,26,14,-5,-12,6,1,23,19,-1,-8,27,24,25,18,25,16,21,15,0,-5,5,-3
2020-03-21,24,19,34,21,28,22,10,-1,14,8,7,-3,8,1,5,-3,10,7,24,10,11,6,18,12,6,-1,4,-2,7,-1,4,-2,10,-1,32,16,7,-1,40,25,20,11,8,-4,23,10,4,-3,11,4,30,17,11,4,16,11,3,-4,4,-2,12,0,20,7,9,2,10,2,0,-3,2,-6,17,10,17,13,7,-2,8,3,27,17,3,-8,6,-2,17,12,-1,-9,27,23,13,9,11,7,7,2,1,-7,4,-5
2020-03-22,23,17,32,21,28,21,15,5,14,5,8,-6,9,-3,7,-3,10,3,25,10,10,6,19,15,7,0,4,-2,3,-5,3,-2,6,-2,34,20,1,-5,41,26,11,6,6,0,24,10,6,-4,6,1,29,15,6,1,12,6,5,-4,5,-3,17,9,17,6,4,-5,2,-4,4,-2,6,-3,15,9,26,18,7,-4,3,-1,25,15,9,-2,2,-7,24,18,0,-10,26,23,11,9,11,4,16,-1,5,-4,5,-4
2020-03-23,25,21,33,20,28,21,18,7,14,8,9,-5,5,-3,8,4,9,5,25,15,16,5,18,15,10,-1,7,-2,9,3,8,0,16,2,35,18,8,1,41,25,0,-2,13,3,24,10,6,2,5,-2,26,15,6,-2,12,6,6,-3,6,1,21,10,8,5,14,3,5,0,3,0,8,-1,18,15,28,20,4,0,5,-3,26,14,10,-2,7,1,23,21,0,-4,26,23,16,10,10,6,13,8,5,-2,4,-1
2020-03-24,25,21,31,21,29,21,18,12,15,7,11,-4,7,0,12,1,14,6,25,16,14,9,17,14,8,1,12,0,12,3,11,2,13,8,35,18,10,3,40,27,1,-2,12,5,24,11,11,0,12,3,24,17,11,3,16,7,10,-1,11,0,19,16,9,3,10,3,8,3,8,0,9,2,26,15,28,21,7,2,8,3,28,14,11,2,12,1,24,21,0,-7,26,23,12,8,15,6,17,4,7,1,8,-2
2020-03-25,27,21,31,20,30,21,24,9,11,6,12,-2,5,-2,15,3,8,0,24,12,15,10,17,14,6,-1,16,3,17,5,16,3,20,5,33,18,17,3,41,28,3,-6,20,7,24,11,15,1,8,4,25,15,8,5,17,9,15,1,14,1,26,12,12,3,18,5,6,3,12,2,11,4,21,13,32,20,4,2,6,3,28,15,2,-2,16,3,25,21,0,-9,27,23,11,9,9,7,13,8,9,2,12,0
2020-03-26,26,20,32,21,30,23,25,14,10,3,13,-2,12,-2,17,7,16,6,24,11,15,9,16,12,3,-3,11,7,19,8,11,7,20,12,27,13,20,9,40,27,5,0,11,7,24,11,17,7,14,5,22,16,13,4,17,4,13,5,16,7,30,17,10,2,24,10,9,2,9,5,9,3,28,12,30,20,15,1,12,2,28,16,7,-3,13,8,24,21,-1,-10,28,23,12,5,16,5,21,6,8,2,13,6
2020-03-27,26,21,30,21,30,22,26,17,12,3,10,-3,14,7,14,8,18,11,24,13,15,7,18,12,3,-6,11,3,15,9,9,4,23,12,29,13,18,10,41,28,8,1,12,8,26,10,13,5,19,10,25,14,18,10,26,12,10,2,13,8,29,20,10,4,25,13,14,6,11,4,12,3,27,17,30,21,15,7,14,5,26,10,12,1,14,7,25,19,0,-8,28,23,20,11,19,11,23,15,11,0,13,2
2020-03-28,26,23,31,22,30,22,18,13,14,5,5,-8,13,4,23,12,16,11,25,13,16,8,17,13,6,-3,20,10,23,16,21,10,20,12,32,17,23,17,41,26,12,4,18,5,24,11,22,12,10,6,26,11,10,7,27,17,14,7,17,9,20,12,10,7,24,19,12,6,14,7,8,2,29,18,28,14,13,6,11,5,23,11,6,1,23,13,25,20,-1,-11,28,23,20,13,17,12,27,16,7,-1,12,7
2020-03-29,26,22,33,21,30,22,19,6,14,7,8,-6,9,5,17,11,27,12,26,18,12,9,18,14,8,-2,10,7,15,10,10,7,18,7,29,11,15,9,41,26,15,3,17,5,23,12,16,10,13,5,26,14,13,8,27,18,9,5,14,6,19,8,12,8,18,10,8,6,9,6,6,-2,23,15,27,18,19,9,7,2,28,12,9,3,14,8,23,19,-1,-10,27,24,26,19,27,12,22,13,8,3,11,4
