date_time,alabama_maxtempC,alabama_mintempC,alaska_maxtempC,alaska_mintempC,arizona_maxtempC,arizona_mintempC,arkansas_maxtempC,arkansas_mintempC,california_maxtempC,california_mintempC,colorado_maxtempC,colorado_mintempC,connecticut_maxtempC,connecticut_mintempC,delaware_maxtempC,delaware_mintempC,district_of_columbia_maxtempC,district_of_columbia_mintempC,florida_maxtempC,florida_mintempC,georgia_maxtempC,georgia_mintempC,hawaii_maxtempC,hawaii_mintempC,idaho_maxtempC,idaho_mintempC,illinois_maxtempC,illinois_mintempC,indiana_maxtempC,indiana_mintempC,iowa_maxtempC,iowa_mintempC,kansas_maxtempC,kansas_mintempC,kentucky_maxtempC,kentucky_mintempC,louisiana_maxtempC,louisiana_mintempC,maine_maxtempC,maine_mintempC,montana_maxtempC,montana_mintempC,nebraska_maxtempC,nebraska_mintempC,nevada_maxtempC,nevada_mintempC,new_hampshire_maxtempC,new_hampshire_mintempC,new_jersey_maxtempC,new_jersey_mintempC,new_mexico_maxtempC,new_mexico_mintempC,new_york_maxtempC,new_york_mintempC,north_carolina_maxtempC,north_carolina_mintempC,north_dakota_maxtempC,north_dakota_mintempC,ohio_maxtempC,ohio_mintempC,oklahoma_maxtempC,oklahoma_mintempC,oregon_maxtempC,oregon_mintempC,maryland_maxtempC,maryland_mintempC,massachusetts_maxtempC,massachusetts_mintempC,michigan_maxtempC,michigan_mintempC,minnesota_maxtempC,minnesota_mintempC,mississippi_maxtempC,mississippi_mintempC,missouri_maxtempC,missouri_mintempC,pennsylvania_maxtempC,pennsylvania_mintempC,rhode_island_maxtempC,rhode_island_mintempC,south_carolina_maxtempC,south_carolina_mintempC,south_dakota_maxtempC,south_dakota_mintempC,tennessee_maxtempC,tennessee_mintempC,texas_maxtempC,texas_mintempC,utah_maxtempC,utah_mintempC,vermont_maxtempC,vermont_mintempC,virginia_maxtempC,virginia_mintempC,washington_maxtempC,washington_mintempC,west_virginia_maxtempC,west_virginia_mintempC,wisconsin_maxtempC,wisconsin_mintempC,wyoming_maxtempC,wyoming_mintempC
2020-03-30,25,19,33,20,30,22,19,9,19,6,8,-3,10,3,8,4,20,12,25,16,12,7,22,17,10,0,12,3,13,5,13,2,20,8,32,17,16,5,41,28,15,6,18,5,23,12,6,3,14,9,23,16,15,9,22,14,10,1,7,3,17,11,9,6,18,9,7,3,5,2,11,1,21,13,27,20,8,4,10,4,27,14,13,0,14,4,24,22,0,-4,28,23,20,15,21,12,15,9,11,2,6,1
2020-03-31,27,19,30,22,31,22,17,9,20,9,14,-3,8,2,7,1,13,6,25,19,15,7,23,16,6,3,6,3,8,4,8,3,19,8,29,18,14,6,42,28,6,1,17,8,23,13,7,0,8,5,25,15,9,6,12,7,6,2,6,1,17,9,10,5,15,9,5,-1,4,2,9,-1,15,9,25,19,8,3,5,1,27,15,11,3,9,5,23,17,0,-7,28,22,12,9,14,6,9,6,5,-1,6,1
2020-04-01,21,12,32,23,32,23,20,9,20,10,14,1,10,-1,9,3,12,5,25,20,16,7,23,17,5,-1,12,1,11,4,13,1,20,9,30,12,15,2,43,30,0,-4,21,9,23,12,9,2,11,4,27,15,11,4,12,6,11,-1,9,4,20,9,9,4,18,5,6,2,6,3,11,-1,19,7,22,15,10,3,5,0,23,14,13,4,14,1,20,16,-1,-9,28,23,10,7,12,5,10,4,7,0,9,4
2020-04-02,21,14,31,22,31,22,18,12,17,7,11,-1,9,-1,13,2,11,5,24,11,13,7,22,15,2,-4,16,6,19,6,16,6,18,13,31,18,18,8,43,30,6,-1,15,12,23,12,13,2,11,4,24,16,12,4,15,5,15,3,14,3,21,14,10,3,19,9,7,0,9,3,16,3,22,7,24,17,7,-1,6,1,21,11,3,-6,16,7,22,20,1,-11,28,23,14,7,12,6,14,2,13,1,14,2
2020-04-03,23,17,30,22,31,21,3,1,18,7,4,-12,8,7,15,5,14,7,25,17,16,6,20,15,5,-5,13,1,21,11,11,-1,2,-3,32,19,15,3,43,30,12,1,7,-2,24,13,16,5,11,9,23,16,11,9,19,6,12,2,16,6,4,2,11,1,16,9,8,6,15,7,7,-5,23,10,24,18,10,2,8,6,23,9,-3,-8,14,2,23,22,2,-6,28,24,14,9,15,7,17,3,8,0,16,3
2020-04-04,24,17,30,22,30,22,12,-2,19,8,10,-9,10,6,17,6,14,8,25,12,11,8,20,15,9,-3,9,-3,17,9,8,-4,12,-2,33,19,12,0,43,29,10,7,11,-3,24,13,17,6,14,9,23,17,14,9,19,8,10,-3,15,7,13,-1,12,3,12,3,7,2,5,3,4,-8,23,13,19,12,12,3,7,3,20,12,7,-6,11,-2,21,17,2,-5,29,24,12,9,15,8,19,5,6,-6,9,3
2020-04-05,24,18,32,20,31,23,19,4,13,9,14,-2,15,6,14,6,19,10,25,18,17,7,16,15,10,0,14,2,18,6,14,0,16,3,31,17,15,4,42,29,12,6,16,1,25,13,13,4,14,6,19,10,14,8,21,7,13,1,12,5,20,7,15,6,19,8,12,5,6,2,11,-3,25,13,25,17,14,5,10,2,22,13,13,0,15,3,22,19,1,-4,29,25,15,8,20,9,19,11,12,-1,15,-1
2020-04-06,24,18,32,22,32,23,22,13,11,8,16,1,14,6,17,2,19,11,26,13,15,9,16,14,10,3,14,5,19,10,14,6,18,10,23,10,22,9,44,28,11,4,20,10,24,14,16,2,19,12,21,10,18,11,25,12,12,2,16,3,23,13,16,6,22,11,15,7,13,4,10,0,26,15,26,19,16,3,14,7,26,12,17,6,18,6,23,18,3,-5,29,25,16,11,20,12,20,10,12,2,14,3
2020-04-07,25,20,31,22,31,23,26,16,13,5,17,1,16,5,22,11,22,13,25,16,5,2,17,13,14,2,21,14,23,14,23,13,26,15,21,8,22,15,42,28,12,0,26,13,25,13,22,11,17,9,22,11,17,11,25,13,20,12,22,12,29,17,18,6,26,16,15,7,19,10,19,8,18,14,30,22,16,6,14,7,27,14,17,10,20,14,26,23,2,-6,29,25,21,12,23,11,23,11,17,8,20,9
2020-04-08,26,22,32,23,32,23,27,16,7,0,17,0,14,7,19,13,24,15,26,12,5,1,15,13,14,3,23,9,25,16,21,9,27,16,25,10,27,14,41,28,14,4,21,10,25,13,20,12,18,13,23,12,18,13,26,15,21,8,21,12,30,16,22,6,30,17,10,7,13,8,13,5,25,20,31,22,19,11,11,7,24,14,10,4,26,13,26,22,3,-5,29,25,24,16,25,15,22,14,13,6,17,9
2020-04-09,28,22,29,25,32,23,17,9,6,1,13,0,11,3,9,3,22,8,25,12,10,0,13,10,16,2,8,2,10,5,8,1,14,7,33,15,12,3,40,27,20,5,11,2,24,14,8,2,15,9,24,13,16,9,25,14,6,1,8,3,19,12,23,11,14,8,11,6,6,4,5,-1,21,16,34,23,9,1,10,5,22,11,4,0,11,2,27,23,2,-3,29,25,24,16,22,8,14,5,5,0,6,1
2020-04-10,22,16,32,24,31,23,15,1,13,6,16,-2,8,1,6,0,10,4,25,14,14,4,17,12,16,4,10,-1,10,1,10,-1,13,-1,31,14,12,-1,39,27,20,10,13,-2,23,13,6,0,10,5,16,14,10,5,12,5,9,-1,7,1,18,5,20,9,13,1,9,3,5,2,8,-2,15,7,24,21,5,-2,9,3,23,11,10,-1,11,-1,22,20,4,-4,29,25,13,9,11,5,9,2,7,-2,5,-1
2020-04-11,21,13,31,23,32,23,22,10,20,8,16,0,9,0,13,0,15,4,24,18,14,6,20,14,16,5,10,4,16,5,13,4,17,6,32,15,17,6,38,27,16,11,18,6,21,14,13,0,12,4,20,12,12,3,16,3,12,4,13,1,23,12,20,9,17,7,10,3,12,5,14,-1,20,6,24,15,9,-3,9,2,26,13,7,3,11,6,23,19,5,0,29,21,15,8,16,4,16,0,14,0,13,-1
2020-04-12,26,21,31,22,32,24,22,4,20,10,-1,-6,15,1,13,6,22,9,27,14,12,4,16,15,4,-3,18,9,14,11,14,9,19,4,25,12,18,11,37,25,18,8,9,-1,24,13,13,5,18,9,20,8,18,9,19,9,15,8,15,7,24,11,19,6,19,12,14,3,14,8,3,-1,25,13,30,21,16,1,11,2,27,13,2,-2,18,11,28,24,6,0,30,23,20,12,22,8,21,7,4,-1,15,7
2020-04-13,26,18,32,23,34,24,9,-2,20,11,-1,-14,17,12,13,3,25,16,27,9,13,2,19,15,2,-7,5,-1,9,4,5,-3,8,-2,28,14,7,0,38,25,21,7,5,-3,24,12,12,3,21,13,21,9,21,13,23,15,3,-1,11,3,9,-1,19,6,8,2,16,8,5,2,0,-7,14,7,24,12,19,6,14,8,27,14,1,-5,6,-1,20,12,6,1,29,24,24,17,25,16,17,5,0,-5,4,-1
2020-04-14,25,14,31,23,33,25,9,1,19,11,1,-17,13,5,7,0,12,7,25,18,16,5,27,15,8,-4,5,-2,7,2,5,-3,9,-1,24,6,8,-1,40,25,19,7,8,-3,19,12,5,-1,14,8,22,11,14,8,16,9,4,-3,6,0,8,2,18,7,9,2,13,7,4,0,-1,-11,15,5,22,13,7,0,12,7,26,15,1,-5,7,-2,20,12,3,0,29,25,12,6,13,7,8,0,-1,-9,3,-1
2020-04-15,20,11,33,24,33,24,16,-1,23,11,8,-5,8,2,9,-2,12,4,23,16,21,8,27,22,8,2,4,-3,7,1,4,-4,12,-1,24,11,7,1,40,24,9,3,9,-3,22,11,6,-3,12,5,24,12,12,5,13,5,4,-4,5,-2,16,1,18,10,9,5,11,6,1,-2,-1,-13,15,2,24,10,8,-3,9,4,23,14,4,-6,5,-2,18,12,4,-1,29,24,9,4,13,4,11,-2,-1,-9,3,-3
2020-04-16,22,12,32,21,32,23,19,5,23,12,1,-6,7,0,8,-3,10,3,24,11,17,8,22,17,6,-3,6,-3,9,0,6,-4,9,3,25,11,9,0,41,24,19,1,2,0,22,10,7,-3,9,4,24,13,9,5,16,3,6,-6,7,-2,20,7,20,10,14,4,9,2,4,0,3,-9,20,5,23,15,5,-4,8,3,24,11,7,-3,3,-3,21,16,4,-2,29,24,13,6,11,4,11,-2,3,-7,4,-3
2020-04-17,22,17,31,23,32,23,11,4,19,13,9,-11,9,-1,8,0,15,6,26,10,18,6,18,14,9,-4,6,0,8,3,7,-1,6,-2,29,14,5,3,40,24,21,9,3,-4,20,10,6,0,10,4,25,15,10,4,19,5,6,-1,1,-6,12,5,26,10,10,5,10,1,3,0,7,-5,23,8,27,18,5,-4,9,0,24,10,10,-1,3,0,24,21,1,-1,29,24,16,9,16,5,18,2,7,-2,5,-1
2020-04-18,26,21,30,24,31,23,16,1,19,10,12,-3,4,2,11,-1,12,8,25,13,23,11,18,16,12,-2,14,-1,12,1,14,0,16,0,32,16,15,-1,40,24,24,12,17,0,21,12,11,-1,9,7,20,10,9,7,16,10,13,-1,11,-1,18,3,14,8,16,3,4,-1,11,1,14,-2,19,9,23,18,7,-1,5,-2,24,12,13,5,14,-1,22,20,3,-4,29,24,16,10,12,9,12,3,14,-2,11,-1
2020-04-19,26,21,28,22,33,23,18,9,21,10,9,-3,15,-1,12,3,18,8,24,12,22,12,18,15,14,2,13,7,11,5,13,7,17,8,33,15,16,6,42,26,25,14,16,7,20,12,11,4,16,7,19,9,16,6,21,5,12,5,13,5,19,11,19,8,17,9,15,3,8,4,9,1,21,11,27,20,14,-2,12,1,24,12,11,0,15,6,25,22,4,-3,29,25,17,9,18,8,15,1,8,1,11,3
2020-04-20,24,17,28,21,34,24,22,10,21,11,12,-2,12,5,14,2,15,10,25,11,23,11,19,15,15,3,14,5,16,6,15,4,20,7,31,18,16,5,41,27,9,7,18,7,20,12,14,2,14,9,20,8,14,9,17,9,14,3,14,1,24,12,23,8,18,8,9,6,12,3,14,-1,21,12,34,21,12,2,10,4,24,11,16,0,13,5,24,21,3,-2,28,21,14,11,17,11,16,7,13,0,11,0
2020-04-21,26,17,30,22,33,24,23,10,18,11,12,0,12,0,7,0,15,9,25,11,14,11,22,16,16,4,12,2,11,6,12,2,21,8,28,13,15,5,41,25,8,5,20,7,20,12,6,1,15,6,22,12,15,8,21,9,9,-2,6,1,25,13,15,8,17,9,12,5,6,1,8,-3,23,11,29,21,9,-2,10,4,25,10,11,-1,14,3,24,22,5,-2,29,24,19,10,16,9,13,6,6,-3,4,-1
2020-04-22,24,18,30,22,32,24,17,11,25,12,13,0,7,-2,9,-1,14,3,25,11,10,7,28,21,16,4,20,5,19,6,21,6,16,10,29,16,20,7,43,27,14,4,21,11,21,12,8,-1,11,2,22,12,11,2,18,4,16,2,7,-1,27,16,12,7,20,10,8,1,10,1,15,1,21,12,27,21,8,-3,8,0,25,9,21,6,19,7,25,23,7,-1,29,25,15,8,15,4,17,-1,4,0,7,-3
2020-04-23,25,21,29,22,34,24,25,10,25,14,14,1,13,-2,14,7,19,8,24,11,8,4,30,24,15,7,18,11,12,9,19,11,23,12,29,19,17,12,43,28,15,2,24,11,23,12,14,8,10,4,21,10,10,4,16,10,16,9,14,8,26,11,18,10,14,6,13,1,11,4,11,4,25,14,30,23,13,-1,10,0,24,10,19,9,18,12,28,24,8,1,29,24,17,8,19,8,12,7,6,1,7,2
2020-04-24,26,17,30,22,34,25,20,12,28,16,11,-2,7,3,16,9,16,11,25,11,5,-3,34,25,13,2,11,9,21,10,12,8,16,12,24,17,19,11,43,28,17,4,18,12,22,12,15,8,8,2,23,11,8,3,24,14,11,5,15,7,22,14,14,7,19,12,6,2,9,6,14,2,24,12,30,21,9,6,6,2,23,12,17,8,18,11,25,22,10,2,29,25,22,16,18,11,17,9,14,-1,13,3
2020-04-25,28,20,30,22,34,25,20,9,32,17,14,-1,18,2,19,8,17,9,26,9,7,1,32,24,15,2,11,6,18,11,13,7,18,10,26,15,10,8,42,27,21,6,18,9,21,12,18,8,16,7,24,11,16,7,17,11,10,5,16,9,21,10,17,9,14,9,13,5,8,-1,17,4,22,13,29,21,13,4,15,4,24,12,16,8,9,7,26,22,11,2,29,25,14,9,18,8,20,8,14,4,12,3
2020-04-26,24,18,33,23,33,25,22,9,30,19,19,1,9,5,9,6,20,11,26,14,18,6,28,19,19,9,19,5,16,7,18,7,22,9,28,17,18,4,43,28,17,9,21,8,21,11,11,5,10,2,24,11,10,7,19,13,16,3,14,6,24,12,19,7,18,6,11,1,9,6,17,4,19,10,32,20,9,3,10,7,21,14,19,7,18,5,23,19,13,3,29,24,24,14,20,10,12,7,16,3,15,5
2020-04-27,23,15,33,25,31,24,23,14,27,16,20,2,6,4,15,3,12,7,26,11,19,6,28,24,17,6,15,8,18,8,17,9,21,12,24,16,17,8,43,26,17,8,24,12,24,12,15,3,8,7,24,14,9,7,18,9,13,7,16,4,25,15,16,10,16,8,6,-3,14,5,19,8,22,8,27,20,9,2,7,4,21,12,21,10,17,8,24,22,14,4,29,24,14,10,13,7,17,5,16,6,15,4
2020-04-28,24,17,34,23,31,23,25,15,33,17,19,4,13,3,19,9,14,8,25,11,17,8,29,24,18,5,21,13,21,14,21,12,24,14,21,12,23,13,43,26,23,10,22,14,18,10,19,9,16,7,23,14,16,7,22,7,21,10,20,10,29,18,23,9,24,14,9,2,18,11,15,9,26,11,30,22,12,1,9,3,16,11,13,9,21,12,27,23,14,5,29,24,17,10,14,8,23,6,16,8,19,9
2020-04-29,24,19,31,23,32,23,18,11,33,21,18,1,17,3,15,10,25,10,25,11,15,7,26,19,22,7,11,3,16,10,12,5,17,10,21,12,11,4,44,27,22,12,17,10,20,12,16,10,11,6,25,13,12,7,24,13,11,2,18,12,20,12,21,11,13,11,10,5,13,5,12,8,22,14,29,23,15,6,14,5,19,9,14,8,10,6,27,21,13,4,29,24,23,15,25,9,26,11,11,7,17,6
2020-04-30,23,14,36,23,29,24,23,9,27,19,24,5,11,5,10,7,18,14,25,11,20,10,27,19,21,12,16,6,10,8,17,6,22,9,24,12,17,7,43,29,20,10,21,9,20,13,10,6,15,11,20,7,15,12,19,11,15,7,11,7,25,12,16,9,18,8,11,7,7,0,16,4,21,10,29,21,13,9,12,6,20,9,20,7,16,6,23,19,14,2,29,25,20,6,18,13,12,8,15,7,9,6
2020-05-01,23,15,34,24,30,23,28,14,25,15,24,8,17,11,13,7,18,12,26,12,23,12,25,20,17,6,20,10,19,6,21,9,23,12,26,14,22,9,43,27,20,8,25,12,20,13,15,6,17,13,13,6,18,12,16,8,17,5,17,6,29,17,18,7,24,12,18,11,12,4,18,5,25,11,28,20,13,5,15,11,22,11,24,12,21,9,24,20,12,5,29,25,15,14,19,12,13,7,17,4,17,2
2020-05-02,24,18,34,22,30,22,27,17,26,14,20,5,19,6,23,9,23,10,26,11,21,14,25,20,18,5,22,15,25,13,22,15,25,16,27,15,25,16,43,27,20,11,23,15,21,12,22,9,22,13,12,6,22,12,22,7,21,13,24,11,31,19,13,7,28,18,19,9,18,10,19,11,27,14,29,20,19,4,18,8,22,11,20,11,24,15,25,23,12,4,29,25,18,12,23,10,25,6,19,12,18,10
2020-05-03,25,20,34,22,31,23,24,17,25,14,22,3,23,12,19,11,24,17,26,11,24,12,24,20,15,8,20,11,21,15,20,11,21,15,25,13,18,13,43,27,14,6,21,13,21,13,19,10,25,13,15,4,25,13,27,13,19,9,20,12,26,20,15,6,22,16,22,12,15,10,17,6,29,15,31,20,22,11,18,11,23,11,16,8,18,13,25,23,12,3,30,25,25,14,24,15,21,11,16,7,17,10
2020-05-04,25,19,33,23,31,24,30,18,28,13,19,3,17,6,13,7,19,13,26,18,23,13,27,22,14,2,13,8,17,11,13,7,16,5,25,13,19,10,41,26,14,9,14,11,21,12,14,7,17,11,17,5,18,11,24,17,13,4,14,6,34,20,19,6,22,14,18,10,8,3,14,1,30,17,31,22,11,6,18,9,22,11,9,4,14,8,26,23,12,5,30,25,22,17,20,13,20,7,13,2,14,2
2020-05-05,27,21,32,24,31,24,21,11,31,16,18,0,14,3,7,4,14,5,26,11,24,14,30,25,17,3,8,5,9,4,7,0,19,10,25,13,14,9,41,26,20,9,17,9,20,13,7,4,17,8,20,7,17,8,16,12,10,3,7,2,22,13,22,9,15,12,15,7,8,7,12,3,28,18,32,23,16,2,14,6,22,10,7,3,10,6,27,24,11,2,29,25,14,7,14,9,15,7,12,2,11,4
2020-05-06,26,19,33,22,30,24,21,9,29,16,18,0,15,1,11,3,14,8,26,11,22,13,31,23,19,8,16,5,14,6,16,5,15,6,27,15,16,4,41,25,14,8,14,6,21,14,12,4,12,5,20,8,12,9,17,6,16,3,13,4,22,12,17,8,17,7,12,7,9,2,15,4,20,10,30,21,4,-3,13,5,22,10,16,5,16,3,25,22,11,2,29,23,18,12,15,8,11,4,16,4,14,1
2020-05-07,22,14,34,23,30,24,21,9,32,16,20,4,16,4,16,4,19,7,25,12,15,11,29,23,13,0,17,7,18,8,17,6,16,8,27,14,17,6,41,28,16,4,14,6,20,14,16,4,18,8,19,9,19,8,18,4,14,5,17,4,23,13,23,6,20,10,16,6,11,8,13,3,21,7,28,21,15,-2,14,4,21,9,12,6,17,7,25,22,15,4,29,26,17,10,19,7,17,0,12,3,13,4
2020-05-08,26,18,33,23,30,24,15,10,33,19,13,-5,14,2,9,0,17,9,27,16,21,10,28,22,17,2,9,4,12,4,9,3,13,9,28,17,11,5,42,29,19,9,12,5,24,13,8,1,13,7,21,10,14,7,19,8,7,1,8,1,17,11,26,12,13,9,14,7,5,-4,7,-1,16,12,30,21,5,-3,13,7,21,9,10,0,10,5,28,21,15,4,30,24,20,11,18,10,12,1,6,-2,5,-2
2020-05-09,22,14,33,24,33,25,18,5,33,20,12,-1,7,0,9,-3,11,1,26,11,14,10,26,21,17,2,15,3,12,3,15,1,16,5,27,16,16,2,42,31,23,10,15,5,25,13,9,-3,9,2,20,13,9,1,14,1,13,-2,10,-2,20,6,29,15,18,6,8,3,9,1,13,-3,19,6,25,16,5,-6,8,2,23,10,11,2,15,2,21,13,16,5,29,25,13,6,11,2,11,-2,11,-2,9,-4
2020-05-10,24,15,32,24,30,24,16,6,30,20,14,1,15,-1,11,2,18,6,27,16,12,8,24,17,21,4,10,4,14,4,10,4,13,4,26,16,12,5,42,28,24,11,12,2,23,13,11,2,16,6,14,7,16,5,18,2,7,2,14,4,16,11,29,15,11,8,14,2,9,4,7,1,22,7,30,18,14,-1,13,1,22,9,6,1,10,5,23,19,16,5,29,25,17,9,18,3,18,0,7,1,10,3
2020-05-11,26,16,33,23,30,24,7,6,27,15,13,1,14,5,8,2,13,7,27,13,19,6,22,16,21,7,10,2,10,4,10,2,13,3,27,16,11,2,41,28,27,13,12,2,20,13,7,1,16,8,16,4,17,8,16,7,10,-1,8,1,10,8,17,12,13,5,16,8,6,4,11,-2,19,10,27,19,4,1,14,7,22,9,10,-1,10,2,23,19,16,9,29,25,17,12,14,8,10,2,10,-2,8,-3
2020-05-12,24,17,33,22,31,23,12,6,22,13,21,2,12,2,12,-1,15,4,25,12,23,10,22,18,17,7,14,4,14,6,15,4,13,6,27,16,14,5,41,26,22,14,14,4,20,12,12,-1,14,6,17,4,15,6,16,3,13,1,12,1,13,7,15,10,16,8,13,6,10,4,12,-3,24,9,28,20,11,-1,13,4,23,9,11,0,14,4,25,22,15,7,29,25,15,8,16,5,15,-1,12,-2,12,0
2020-05-13,26,20,32,24,31,23,20,9,21,11,21,4,13,0,17,4,19,8,24,11,24,13,22,18,14,5,13,5,12,4,13,5,18,7,22,10,13,5,41,24,22,9,12,5,18,12,16,3,18,7,18,7,18,7,16,8,16,2,17,4,22,12,14,10,14,5,15,5,15,5,15,1,26,14,29,22,15,-2,13,3,22,10,13,6,12,2,26,24,14,6,29,25,17,11,20,7,16,2,14,1,15,0
2020-05-14,25,21,32,23,32,24,28,14,23,11,19,3,19,2,23,8,19,11,24,11,24,12,23,19,15,3,22,12,25,11,21,12,23,17,24,11,25,15,42,27,30,14,24,16,17,13,23,8,17,11,19,7,17,10,24,11,22,11,24,8,28,16,14,10,27,15,18,8,20,11,21,11,27,17,30,23,15,1,16,6,20,9,20,7,23,14,27,24,13,5,29,24,20,13,18,9,24,10,21,9,18,7
2020-05-15,22,13,31,23,33,25,24,18,25,13,18,2,25,11,23,16,29,16,25,14,26,14,24,21,16,4,20,14,23,18,20,13,23,15,24,12,23,15,42,28,30,20,20,12,19,13,22,15,27,15,18,7,27,14,25,14,19,15,24,15,26,21,21,8,25,20,20,11,17,11,16,9,27,16,31,24,24,11,22,10,20,8,18,7,22,14,27,25,14,4,30,24,25,16,29,17,28,14,18,12,19,11
2020-05-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,16,0,0,0,0,0,0,0,0,0,0,0,0,22,8,0,0,43,29,23,16,0,0,0,0,0,0,0,0,19,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,9,0,0,0,0,0,0,13,4,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-17,27,0,31,0,34,0,23,0,27,0,22,0,21,0,25,0,21,0,26,0,0,-8,25,0,22,0,21,0,24,0,19,0,20,0,26,0,20,0,42,0,27,0,17,0,21,0,25,0,18,0,0,0,18,0,26,0,18,0,24,0,25,0,20,0,21,0,19,0,18,0,11,0,28,0,30,0,16,0,16,0,17,0,14,0,19,0,28,0,0,-10,29,0,21,0,22,0,28,0,11,0,14,0
